[1] 299m:59s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  92,805,012 msg/sec
     xenium::michael_scott_queue, 3,s:   4,128,078 msg/sec
     xenium::michael_scott_queue, 3,i:   3,565,538 msg/sec
     xenium::michael_scott_queue, 4,s:   3,301,041 msg/sec
     xenium::michael_scott_queue, 4,i:   2,782,555 msg/sec
     xenium::michael_scott_queue, 5,s:   2,618,440 msg/sec
     xenium::michael_scott_queue, 5,i:   2,254,345 msg/sec
     xenium::michael_scott_queue, 6,s:   2,232,698 msg/sec
     xenium::michael_scott_queue, 6,i:   1,906,780 msg/sec
     xenium::michael_scott_queue, 7,s:   1,925,579 msg/sec
     xenium::michael_scott_queue, 7,i:   1,602,442 msg/sec
     xenium::michael_scott_queue, 8,s:   1,660,365 msg/sec
     xenium::michael_scott_queue, 8,i:   1,385,275 msg/sec
         xenium::ramalhete_queue, 1,s:  20,319,264 msg/sec
         xenium::ramalhete_queue, 1,i:  20,389,646 msg/sec
         xenium::ramalhete_queue, 2,s:  24,489,743 msg/sec
         xenium::ramalhete_queue, 2,i:  16,675,404 msg/sec
         xenium::ramalhete_queue, 3,s:  19,128,566 msg/sec
         xenium::ramalhete_queue, 3,i:  16,468,349 msg/sec
         xenium::ramalhete_queue, 4,s:  19,287,593 msg/sec
         xenium::ramalhete_queue, 4,i:  18,723,849 msg/sec
         xenium::ramalhete_queue, 5,s:  17,601,369 msg/sec
         xenium::ramalhete_queue, 5,i:  18,774,709 msg/sec
         xenium::ramalhete_queue, 6,s:  18,143,314 msg/sec
         xenium::ramalhete_queue, 6,i:  18,549,828 msg/sec
         xenium::ramalhete_queue, 7,s:  17,464,876 msg/sec
         xenium::ramalhete_queue, 7,i:  18,357,538 msg/sec
         xenium::ramalhete_queue, 8,s:  17,093,952 msg/sec
         xenium::ramalhete_queue, 8,i:  17,825,292 msg/sec
    xenium::vyukov_bounded_queue, 1,s:  50,655,995 msg/sec
    xenium::vyukov_bounded_queue, 1,i:  53,152,190 msg/sec
    xenium::vyukov_bounded_queue, 2,s:  23,112,249 msg/sec
    xenium::vyukov_bounded_queue, 2,i:  10,175,148 msg/sec
    xenium::vyukov_bounded_queue, 3,s:   9,194,860 msg/sec
    xenium::vyukov_bounded_queue, 3,i:   7,452,730 msg/sec
    xenium::vyukov_bounded_queue, 4,s:   8,490,411 msg/sec
    xenium::vyukov_bounded_queue, 4,i:   6,214,349 msg/sec
    xenium::vyukov_bounded_queue, 5,s:   6,864,623 msg/sec
    xenium::vyukov_bounded_queue, 5,i:   5,740,016 msg/sec
    xenium::vyukov_bounded_queue, 6,s:   5,554,196 msg/sec
    xenium::vyukov_bounded_queue, 6,i:   4,768,879 msg/sec
    xenium::vyukov_bounded_queue, 7,s:   4,870,400 msg/sec
    xenium::vyukov_bounded_queue, 7,i:   4,298,165 msg/sec
    xenium::vyukov_bounded_queue, 8,s:   4,254,249 msg/sec
    xenium::vyukov_bounded_queue, 8,i:   3,781,755 msg/sec
                     AtomicQueue, 1,s:  58,002,958 msg/sec
                     AtomicQueue, 1,i:  58,652,884 msg/sec
                     AtomicQueue, 2,s:   7,481,376 msg/sec
                     AtomicQueue, 2,i:   6,102,936 msg/sec
                     AtomicQueue, 3,s:   5,417,757 msg/sec
                     AtomicQueue, 3,i:   4,369,547 msg/sec
                     AtomicQueue, 4,s:   4,284,471 msg/sec
                     AtomicQueue, 4,i:   3,359,184 msg/sec
                     AtomicQueue, 5,s:   3,527,885 msg/sec
                     AtomicQueue, 5,i:   2,812,415 msg/sec
                     AtomicQueue, 6,s:   2,996,654 msg/sec
                     AtomicQueue, 6,i:   2,376,144 msg/sec
                     AtomicQueue, 7,s:   2,535,619 msg/sec
                     AtomicQueue, 7,i:   2,080,455 msg/sec
                     AtomicQueue, 8,s:   2,247,715 msg/sec
                     AtomicQueue, 8,i:   1,810,166 msg/sec
                    AtomicQueueB, 1,s:  41,053,801 msg/sec
                    AtomicQueueB, 1,i:  41,487,199 msg/sec
                    AtomicQueueB, 2,s:   7,615,639 msg/sec
                    AtomicQueueB, 2,i:   6,121,624 msg/sec
                    AtomicQueueB, 3,s:   5,342,402 msg/sec
                    AtomicQueueB, 3,i:   4,371,071 msg/sec
                    AtomicQueueB, 4,s:   4,326,910 msg/sec
                    AtomicQueueB, 4,i:   3,414,838 msg/sec
                    AtomicQueueB, 5,s:   3,492,882 msg/sec
                    AtomicQueueB, 5,i:   2,816,765 msg/sec
                    AtomicQueueB, 6,s:   2,989,049 msg/sec
                    AtomicQueueB, 6,i:   2,402,325 msg/sec
                    AtomicQueueB, 7,s:   2,511,145 msg/sec
                    AtomicQueueB, 7,i:   2,075,658 msg/sec
                    AtomicQueueB, 8,s:   2,225,382 msg/sec
                    AtomicQueueB, 8,i:   1,824,295 msg/sec
             OptimistAtomicQueue, 1,s: 478,446,007 msg/sec
             OptimistAtomicQueue, 1,i: 493,656,513 msg/sec
             OptimistAtomicQueue, 2,s:  51,844,900 msg/sec
             OptimistAtomicQueue, 2,i:  26,512,934 msg/sec
             OptimistAtomicQueue, 3,s:  34,055,666 msg/sec
             OptimistAtomicQueue, 3,i:  26,202,526 msg/sec
             OptimistAtomicQueue, 4,s:  33,824,258 msg/sec
             OptimistAtomicQueue, 4,i:  26,611,980 msg/sec
             OptimistAtomicQueue, 5,s:  31,424,642 msg/sec
             OptimistAtomicQueue, 5,i:  26,075,224 msg/sec
             OptimistAtomicQueue, 6,s:  32,360,465 msg/sec
             OptimistAtomicQueue, 6,i:  25,277,446 msg/sec
             OptimistAtomicQueue, 7,s:  29,296,445 msg/sec
             OptimistAtomicQueue, 7,i:  24,027,486 msg/sec
             OptimistAtomicQueue, 8,s:  30,148,123 msg/sec
             OptimistAtomicQueue, 8,i:  23,153,936 msg/sec
            OptimistAtomicQueueB, 1,s: 181,798,349 msg/sec
            OptimistAtomicQueueB, 1,i: 249,616,838 msg/sec
            OptimistAtomicQueueB, 2,s:  44,223,249 msg/sec
            OptimistAtomicQueueB, 2,i:  25,689,862 msg/sec
            OptimistAtomicQueueB, 3,s:  31,803,508 msg/sec
            OptimistAtomicQueueB, 3,i:  26,691,865 msg/sec
            OptimistAtomicQueueB, 4,s:  33,919,461 msg/sec
            OptimistAtomicQueueB, 4,i:  26,554,444 msg/sec
            OptimistAtomicQueueB, 5,s:  31,599,051 msg/sec
            OptimistAtomicQueueB, 5,i:  25,702,262 msg/sec
            OptimistAtomicQueueB, 6,s:  32,449,765 msg/sec
            OptimistAtomicQueueB, 6,i:  24,878,381 msg/sec
            OptimistAtomicQueueB, 7,s:  29,897,499 msg/sec
            OptimistAtomicQueueB, 7,i:  24,012,635 msg/sec
            OptimistAtomicQueueB, 8,s:  30,136,657 msg/sec
            OptimistAtomicQueueB, 8,i:  23,144,976 msg/sec
                    AtomicQueue2, 1,s:  52,118,730 msg/sec
                    AtomicQueue2, 1,i:  53,191,942 msg/sec
                    AtomicQueue2, 2,s:   6,862,771 msg/sec
                    AtomicQueue2, 2,i:   5,934,253 msg/sec
                    AtomicQueue2, 3,s:   5,183,829 msg/sec
                    AtomicQueue2, 3,i:   4,367,253 msg/sec
                    AtomicQueue2, 4,s:   4,228,780 msg/sec
                    AtomicQueue2, 4,i:   3,369,790 msg/sec
                    AtomicQueue2, 5,s:   3,423,120 msg/sec
                    AtomicQueue2, 5,i:   2,804,518 msg/sec
                    AtomicQueue2, 6,s:   2,934,779 msg/sec
                    AtomicQueue2, 6,i:   2,385,486 msg/sec
                    AtomicQueue2, 7,s:   2,453,641 msg/sec
                    AtomicQueue2, 7,i:   2,068,944 msg/sec
                    AtomicQueue2, 8,s:   2,183,931 msg/sec
                    AtomicQueue2, 8,i:   1,805,870 msg/sec
                   AtomicQueueB2, 1,s:  40,985,521 msg/sec
                   AtomicQueueB2, 1,i:  41,093,785 msg/sec
                   AtomicQueueB2, 2,s:   7,023,222 msg/sec
                   AtomicQueueB2, 2,i:   5,985,590 msg/sec
                   AtomicQueueB2, 3,s:   5,200,288 msg/sec
                   AtomicQueueB2, 3,i:   4,339,570 msg/sec
                   AtomicQueueB2, 4,s:   4,229,137 msg/sec
                   AtomicQueueB2, 4,i:   3,386,595 msg/sec
                   AtomicQueueB2, 5,s:   3,427,180 msg/sec
                   AtomicQueueB2, 5,i:   2,791,571 msg/sec
                   AtomicQueueB2, 6,s:   2,932,625 msg/sec
                   AtomicQueueB2, 6,i:   2,384,280 msg/sec
                   AtomicQueueB2, 7,s:   2,457,843 msg/sec
                   AtomicQueueB2, 7,i:   2,067,211 msg/sec
                   AtomicQueueB2, 8,s:   2,179,949 msg/sec
                   AtomicQueueB2, 8,i:   1,811,975 msg/sec
            OptimistAtomicQueue2, 1,s: 209,528,518 msg/sec
            OptimistAtomicQueue2, 1,i: 221,537,916 msg/sec
            OptimistAtomicQueue2, 2,s:  18,819,512 msg/sec
            OptimistAtomicQueue2, 2,i:  16,396,087 msg/sec
            OptimistAtomicQueue2, 3,s:  22,479,020 msg/sec
            OptimistAtomicQueue2, 3,i:  19,611,822 msg/sec
            OptimistAtomicQueue2, 4,s:  30,155,014 msg/sec
            OptimistAtomicQueue2, 4,i:  24,724,079 msg/sec
            OptimistAtomicQueue2, 5,s:  27,125,441 msg/sec
            OptimistAtomicQueue2, 5,i:  24,887,793 msg/sec
            OptimistAtomicQueue2, 6,s:  27,314,339 msg/sec
            OptimistAtomicQueue2, 6,i:  24,445,488 msg/sec
            OptimistAtomicQueue2, 7,s:  25,913,544 msg/sec
            OptimistAtomicQueue2, 7,i:  23,503,937 msg/sec
            OptimistAtomicQueue2, 8,s:  29,431,587 msg/sec
            OptimistAtomicQueue2, 8,i:  22,448,190 msg/sec
           OptimistAtomicQueueB2, 1,s:  74,193,553 msg/sec
           OptimistAtomicQueueB2, 1,i:  64,918,540 msg/sec
           OptimistAtomicQueueB2, 2,s:  19,698,983 msg/sec
           OptimistAtomicQueueB2, 2,i:  15,863,210 msg/sec
           OptimistAtomicQueueB2, 3,s:  22,415,963 msg/sec
           OptimistAtomicQueueB2, 3,i:  20,668,814 msg/sec
           OptimistAtomicQueueB2, 4,s:  29,623,239 msg/sec
           OptimistAtomicQueueB2, 4,i:  23,148,683 msg/sec
           OptimistAtomicQueueB2, 5,s:  27,117,805 msg/sec
           OptimistAtomicQueueB2, 5,i:  24,310,127 msg/sec
           OptimistAtomicQueueB2, 6,s:  27,579,796 msg/sec
           OptimistAtomicQueueB2, 6,i:  23,953,755 msg/sec
           OptimistAtomicQueueB2, 7,s:  28,814,678 msg/sec
           OptimistAtomicQueueB2, 7,i:  23,222,738 msg/sec
           OptimistAtomicQueueB2, 8,s:  26,252,383 msg/sec
           OptimistAtomicQueueB2, 8,i:  22,403,140 msg/sec

---- Running ping-pong benchmarks (lower is better) ----
     boost::lockfree::spsc_queue: 0.000000110 sec/round-trip
          boost::lockfree::queue: 0.000000206 sec/round-trip
                  TicketSpinlock: 0.000000205 sec/round-trip
   moodycamel::ReaderWriterQueue: 0.000000094 sec/round-trip
     moodycamel::ConcurrentQueue: 0.000000129 sec/round-trip
                pthread_spinlock: 0.000000212 sec/round-trip
                      std::mutex: 0.000000598 sec/round-trip
                 tbb::spin_mutex: 0.000000200 sec/round-trip
   tbb::concurrent_bounded_queue: 0.000000192 sec/round-trip
     xenium::michael_scott_queue: 0.000000289 sec/round-trip
         xenium::ramalhete_queue: 0.000000143 sec/round-trip
    xenium::vyukov_bounded_queue: 0.000000129 sec/round-trip
                     AtomicQueue: 0.000000092 sec/round-trip
                    AtomicQueueB: 0.000000096 sec/round-trip
             OptimistAtomicQueue: 0.000000071 sec/round-trip
            OptimistAtomicQueueB: 0.000000074 sec/round-trip
                    AtomicQueue2: 0.000000099 sec/round-trip
                   AtomicQueueB2: 0.000000100 sec/round-trip
            OptimistAtomicQueue2: 0.000000082 sec/round-trip
           OptimistAtomicQueueB2: 0.000000080 sec/round-trip

[65] 185m:43s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  91,573,582 msg/sec
     boost::lockfree::spsc_queue, 1,i:  88,304,743 msg/sec
          boost::lockfree::queue, 1,s:   9,316,148 msg/sec
          boost::lockfree::queue, 1,i:   9,322,689 msg/sec
          boost::lockfree::queue, 2,s:   3,356,483 msg/sec
          boost::lockfree::queue, 2,i:   3,425,691 msg/sec
          boost::lockfree::queue, 3,s:   2,964,303 msg/sec
          boost::lockfree::queue, 3,i:   2,996,079 msg/sec
          boost::lockfree::queue, 4,s:   2,294,573 msg/sec
          boost::lockfree::queue, 4,i:   2,322,994 msg/sec
          boost::lockfree::queue, 5,s:   1,906,247 msg/sec
          boost::lockfree::queue, 5,i:   1,938,556 msg/sec
          boost::lockfree::queue, 6,s:   1,313,178 msg/sec
          boost::lockfree::queue, 6,i:   1,419,144 msg/sec
          boost::lockfree::queue, 7,s:   1,132,298 msg/sec
          boost::lockfree::queue, 7,i:   1,192,291 msg/sec
          boost::lockfree::queue, 8,s:     905,161 msg/sec
          boost::lockfree::queue, 8,i:   1,053,427 msg/sec
                  TicketSpinlock, 1,s:   7,980,206 msg/sec
                  TicketSpinlock, 1,i:   7,997,307 msg/sec
                  TicketSpinlock, 2,s:   3,152,385 msg/sec
                  TicketSpinlock, 2,i:   3,281,446 msg/sec
                  TicketSpinlock, 3,s:   2,670,005 msg/sec
                  TicketSpinlock, 3,i:   2,640,446 msg/sec
                  TicketSpinlock, 4,s:   2,181,901 msg/sec
                  TicketSpinlock, 4,i:   2,211,948 msg/sec
                  TicketSpinlock, 5,s:   1,839,537 msg/sec
                  TicketSpinlock, 5,i:   1,867,788 msg/sec
                  TicketSpinlock, 6,s:   1,633,678 msg/sec
                  TicketSpinlock, 6,i:   1,656,521 msg/sec
                  TicketSpinlock, 7,s:   1,413,204 msg/sec
                  TicketSpinlock, 7,i:   1,417,352 msg/sec
                  TicketSpinlock, 8,s:   1,257,118 msg/sec
                  TicketSpinlock, 8,i:   1,270,396 msg/sec
   moodycamel::ReaderWriterQueue, 1,s: 285,774,706 msg/sec
   moodycamel::ReaderWriterQueue, 1,i: 278,278,679 msg/sec
     moodycamel::ConcurrentQueue, 1,s:  15,600,122 msg/sec
     moodycamel::ConcurrentQueue, 1,i:  15,611,203 msg/sec
     moodycamel::ConcurrentQueue, 2,s:   7,838,215 msg/sec
     moodycamel::ConcurrentQueue, 2,i:   8,945,740 msg/sec
     moodycamel::ConcurrentQueue, 3,s:   7,553,297 msg/sec
     moodycamel::ConcurrentQueue, 3,i:   8,811,605 msg/sec
     moodycamel::ConcurrentQueue, 4,s:   7,197,911 msg/sec
     moodycamel::ConcurrentQueue, 4,i:   9,212,566 msg/sec
     moodycamel::ConcurrentQueue, 5,s:   7,894,020 msg/sec
     moodycamel::ConcurrentQueue, 5,i:   9,435,623 msg/sec
     moodycamel::ConcurrentQueue, 6,s:   7,561,551 msg/sec
     moodycamel::ConcurrentQueue, 6,i:  15,540,049 msg/sec
     moodycamel::ConcurrentQueue, 7,s:   8,166,582 msg/sec
     moodycamel::ConcurrentQueue, 7,i:   9,626,382 msg/sec
     moodycamel::ConcurrentQueue, 8,s:   8,147,236 msg/sec
     moodycamel::ConcurrentQueue, 8,i:  16,864,487 msg/sec
                pthread_spinlock, 1,s:  18,494,660 msg/sec
                pthread_spinlock, 1,i:  18,558,529 msg/sec
                pthread_spinlock, 2,s:   5,517,150 msg/sec
                pthread_spinlock, 2,i:   5,833,526 msg/sec
                pthread_spinlock, 3,s:   4,760,443 msg/sec
                pthread_spinlock, 3,i:   4,373,221 msg/sec
                pthread_spinlock, 4,s:   4,044,043 msg/sec
                pthread_spinlock, 4,i:   3,576,865 msg/sec
                pthread_spinlock, 5,s:   2,331,500 msg/sec
                pthread_spinlock, 5,i:   2,861,033 msg/sec
                pthread_spinlock, 6,s:   1,347,232 msg/sec
                pthread_spinlock, 6,i:   2,773,655 msg/sec
                pthread_spinlock, 7,s:   1,692,458 msg/sec
                pthread_spinlock, 7,i:   2,754,698 msg/sec
                pthread_spinlock, 8,s:   1,130,944 msg/sec
                pthread_spinlock, 8,i:   2,488,331 msg/sec
                      std::mutex, 1,s:   7,412,641 msg/sec
                      std::mutex, 1,i:   7,311,280 msg/sec
                      std::mutex, 2,s:   4,936,034 msg/sec
                      std::mutex, 2,i:   4,418,836 msg/sec
                      std::mutex, 3,s:   2,441,822 msg/sec
                      std::mutex, 3,i:   2,461,910 msg/sec
                      std::mutex, 4,s:   2,232,825 msg/sec
                      std::mutex, 4,i:   2,236,993 msg/sec
                      std::mutex, 5,s:   2,253,174 msg/sec
                      std::mutex, 5,i:   2,201,740 msg/sec
                      std::mutex, 6,s:   2,071,187 msg/sec
                      std::mutex, 6,i:   2,087,260 msg/sec
                      std::mutex, 7,s:   1,983,807 msg/sec
                      std::mutex, 7,i:   1,994,632 msg/sec
                      std::mutex, 8,s:   1,919,651 msg/sec
                      std::mutex, 8,i:   1,897,206 msg/sec
                 tbb::spin_mutex, 1,s:  39,849,083 msg/sec
                 tbb::spin_mutex, 1,i:  41,163,104 msg/sec
                 tbb::spin_mutex, 2,s:  10,083,837 msg/sec
                 tbb::spin_mutex, 2,i:   9,271,036 msg/sec
                 tbb::spin_mutex, 3,s:   5,833,879 msg/sec
                 tbb::spin_mutex, 3,i:   5,377,188 msg/sec
                 tbb::spin_mutex, 4,s:   3,940,638 msg/sec
                 tbb::spin_mutex, 4,i:   3,767,710 msg/sec
                 tbb::spin_mutex, 5,s:   3,088,901 msg/sec
                 tbb::spin_mutex, 5,i:   2,985,498 msg/sec
                 tbb::spin_mutex, 6,s:   2,481,554 msg/sec
                 tbb::spin_mutex, 6,i:   2,499,678 msg/sec
                 tbb::spin_mutex, 7,s:   1,965,316 msg/sec
                 tbb::spin_mutex, 7,i:   2,043,773 msg/sec
                 tbb::spin_mutex, 8,s:   1,558,131 msg/sec
                 tbb::spin_mutex, 8,i:   1,745,890 msg/sec
   tbb::concurrent_bounded_queue, 1,s:  13,159,131 msg/sec
   tbb::concurrent_bounded_queue, 1,i:  13,200,274 msg/sec
   tbb::concurrent_bounded_queue, 2,s:   6,062,986 msg/sec
   tbb::concurrent_bounded_queue, 2,i:   6,542,524 msg/sec
   tbb::concurrent_bounded_queue, 3,s:   4,800,330 msg/sec
   tbb::concurrent_bounded_queue, 3,i:   4,587,117 msg/sec
   tbb::concurrent_bounded_queue, 4,s:   3,990,267 msg/sec
   tbb::concurrent_bounded_queue, 4,i:   3,441,409 msg/sec
   tbb::concurrent_bounded_queue, 5,s:   3,414,111 msg/sec
   tbb::concurrent_bounded_queue, 5,i:   2,865,610 msg/sec
   tbb::concurrent_bounded_queue, 6,s:   2,872,705 msg/sec
   tbb::concurrent_bounded_queue, 6,i:   2,370,772 msg/sec
   tbb::concurrent_bounded_queue, 7,s:   2,528,828 msg/sec
